Código modular;Código de institución;Nombre de IE;Nivel / Modalidad;Tipo de Gestión;Dependencia;Director;Estado;Dirección de IE;Provincia;Distrito;Tipo de programa;Turno;Alumnos (Censo educativo);Docentes (Censo educativo);Secciones (Censo educativo)
1780733;22032143;VIRGEN DEL CARMEN DE LUMBRERAS;Secundaria;Privada;Particular;;Activo;CALLE 06 MZ G LOTE 26-27;Lima;Carabayllo;No aplica;Continuo sólo en la mañana;77;13;5
1782341;25005104;SCHOOL KING;Secundaria;Privada;Particular;ESTEVES VARGAS ESMARO LEONARDO;Activo;AVENIDA LAS LOMAS DE CARABAYLLO S/N MZ G LOTE 1,2,3 Y 34;Lima;Carabayllo;No aplica;Continuo sólo en la mañana;71;9;5
1789593;22033212;MARIO BENEDETTI;Secundaria;Privada;Particular;;Activo;MZ D LOTE 2, 3, 4;Lima;Carabayllo;No aplica;Continuo mañana y tarde;43;4;3
1790658;25240561;INGENIERIA DE TORRE BLANCA;Secundaria;Privada;Particular;VASQUEZ CUADRADO TEOFILO RUBEN;Activo;AVENIDA TUPAC AMARU 12283 - 12277;Lima;Carabayllo;No aplica;Continuo sólo en la mañana;;;
1791524;;MILITAR MARIANISTAS;Secundaria;Privada;Particular;ARANDA CALDERON DANTE CHRISTOPHER;Activo;MZ B LOTE 2,3,4, Y 5;Lima;Carabayllo;No aplica;Continuo sólo en la mañana;70;3;5
1795053;;8167;Secundaria;Pública de gestión directa;Sector Educación;SANCHEZ GREGORIO MARIA BETINA;Activo;CARRETERA CANTA KM 31.5;Lima;Carabayllo;No aplica;Continuo sólo en la mañana;55;4;2
3030277;21532940;AUGUSTO WIESE;Secundaria;Privada;Particular;;Activo;CALLE UNO S/N MZ C LOTE 1, 2 Y 3;Lima;Carabayllo;No aplica;Continuo sólo en la mañana;;;
1039676;24696741;0053 SAN VICENTE DE PAUL;Secundaria;Pública de gestión directa;Sector Educación;CALERO CRISTOBAL MILTON CESAR;Activo;AVENIDA EL SOL 599;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;328;24;11
0643783;25607791;787 ALMIRANTE MIGUEL GRAU;Secundaria;Pública de gestión directa;Sector Educación;ALIAGA CHERO CARLOS ALBERTO;Activo;CARRETERA CENTRAL KM 19 1/2;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;393;28;12
1040435;25310284;SACO OLIVEROS DE CHACLACAYO;Secundaria;Privada;Particular;VALDERRAMA VALLADARES LILIANA GRISSELL;Activo;AVENIDA LOS CLAVELESS Y LOS GERANIOS 699-644;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;199;10;6
1040393;22256130;BLAS PASCAL;Secundaria;Privada;Particular;FIGUEROA RAMIREZ MARIA LUTGARDA;Activo;MZ E LOTE 21;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;48;7;5
0692707;23497859;1188 JUAN PABLO II;Secundaria;Pública de gestión directa;Sector Educación;AGUILAR TAYPE JEANETTE;Activo;AVENIDA UNION S/N MZ N LOTE 5;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;359;22;10
0343616;25581539;NUESTRA SEÑORA DEL ROSARIO DE FATIMA;Secundaria;Privada;Particular;OROZCO TICSE DIANA VERONICA;Activo;LOS NARDOS 179;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;105;11;5
0765362;24696901;1217 JORGE BASADRE;Secundaria;Pública de gestión directa;Sector Educación;ALIAGA BALTAZAR OSCAR;Activo;CALLE AZUCENAS 246;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;348;22;10
0743831;24691950;1218 SAN LUIS MARIA DE MONTFORT;Secundaria;Pública de gestión directa;Sector Educación;GUIZADO CARMONA FEDERICO EDGAR;Activo;HUASCATA MZ M;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;360;26;12
0340299;;1199 MRCAL RAMON CASTILLA;Secundaria;Pública de gestión directa;Sector Educación;LLACSA SOTOMAYOR VICTORIA MARY;Activo;AVENIDA ATAHUALPA 200;Lima;Chaclacayo;No aplica;Continuo mañana y tarde;921;50;30
0652107;22143859;SAN JOSE;Secundaria;Privada;Particular;DIAZ DIAZ TERESA;Activo;AVENIDA LA FLORESTA 407;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;90;15;5
0340414;24981290;FELIPE SANTIAGO ESTENOS;Secundaria;Pública de gestión directa;Sector Educación;SERRANO FUENTES MARIA DEL PILAR;Activo;AVENIDA LA LADERA 132-142;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;1620;81;52
0652099;;AMERICANO SAN MARCOS;Secundaria;Privada;Particular;VALLE CASTILLO HERNAN;Activo;JIRON JAS DALIAS 346;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;6;4;5
0449595;25126637;WINNETKA;Secundaria;Privada;Particular;GARRO PEÑA ANTHONY MANUEL;Activo;LAS MORERAS 450;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;105;15;6
1224435;;CORONEL VICTOR FAJARDO;Secundaria;Privada;Particular;RUIZ PAREJA CARMEN;Activo;AVENIDA LOS CEDROS 187;Lima;Chaclacayo;No aplica;Continuo sólo en la tarde;22;5;4
1254556;;ASIS;Secundaria;Privada;Particular;ESPINOZA GIL KATHERINE GEORGINA;Activo;PASAJE LA FLORIDA 389;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;87;8;5
1254630;;HANS CHRISTIAN ANDERSEN;Secundaria;Privada;Particular;CHAMBERGO YAURI ROMULA;Activo;AVENIDA LOS ALAMOS 133;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;;;
1264779;;LOMAS DE SANTA MARIA;Secundaria;Privada;Particular;QUISPE HILARIO ENEDINA;Activo;AVENIDA LAS ACACIAS 477;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;286;21;10
1506211;;SANTISIMA VIRGEN DE LAS MERCEDES;Secundaria;Privada;Particular;POSSO ÑAÑEZ MARIO RUFINO;Activo;CALLE LA FLORESTA MZ A LOTE 10;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;92;11;5
1508829;;EBEN EZER;Secundaria;Privada;Particular;SCHMIDT URDANIVIA JOCHEN;Activo;AVENIDA LOS SAUCES 453;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;58;9;5
1463900;22053426;ALFONSO COBIAN;Secundaria;Privada;Particular;LOPEZ MENDOZA DOMINGO;Activo;ALFONSO COBIAN MZ C LOTE 04;Lima;Chaclacayo;No aplica;Continuo sólo en la tarde;35;7;5
1530625;25074084;LOS ANGELES;Secundaria;Privada;Particular;DIAZ ORIHUELA CLEMENTINO;Activo;AVENIDA NICOLAS AYLLON 3235;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;105;10;5
1579499;22349201;INNOVA SCHOOLS - CHACLACAYO;Secundaria;Privada;Particular;ORMEÑO ESCALANTE LUIS ARTURO;Activo;AVENIDA LAS MERCEDES 390;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;240;21;7
1750405;;AMERICAN SCHOOL;Secundaria;Privada;Particular;VILVHEZ CHACON ANTENOR JOSE;Activo;AVENIDA NICOLAS AYLLON S/N MZ A LOTE 10;Lima;Chaclacayo;No aplica;Continuo sólo en la tarde;64;11;5
1768746;23498847;BRITTAIN COLLEGE;Secundaria;Privada;Particular;ARELLANO RIVERA JOSE ANTONIO;Activo;CALLE LOS OLIVOS 604;Lima;Chaclacayo;No aplica;Continuo sólo en la mañana;25;9;5
1497296;25389573;SACO OLIVEROS DE SANTA ISABEL;Secundaria;Privada;Particular;PONCE CASTRO HAYDEE DEIDAMIA;Activo;CALLE PALAS ATENEA Y PASAJE HUANUCO MZ S LOTE 23;Lima;Chorrillos;No aplica;Continuo mañana y tarde;744;19;28
1085976;22206710;LOS INKAS;Secundaria;Pública de gestión directa;Sector Educación;CARO LAYNES IVONNE LEYHLA;Activo;CALLE 1 Y 7;Lima;Chorrillos;No aplica;Continuo mañana y tarde;322;18;10
0325548;25812050;6085 BRIGIDA SILVA DE OCHOA;Secundaria;Pública de gestión directa;Sector Educación;ENRIQUEZ LIZARRAGA JULIA CONSTANTINA;Activo;AVENIDA ESCUELA MILITAR 851;Lima;Chorrillos;No aplica;Continuo mañana y tarde;904;56;32
0329813;;6053 SAGRADO CORAZON;Secundaria;Pública de gestión privada;Convenio con Sector Educación;ALARCON MORENO JANET MARLENI;Activo;AVENIDA CHORRILLOS 528;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;426;23;14
0693622;;7066 ANDRES AVELINO CACERES;Secundaria;Pública de gestión directa;Sector Educación;CAMPOS VARGAS BEATRIZ VERONICA;Activo;AVENIDA 12 DE OCTUBRE S/N;Lima;Chorrillos;No aplica;Continuo mañana y tarde;454;34;15
0505149;24929167;6090 JOSE OLAYA BALANDRA;Secundaria;Pública de gestión directa;Sector Educación;CABALLERO COVEÑAS PATRICIA PAULINA;Activo;AVENIDA MACHU PICCHU S/N;Lima;Chorrillos;No aplica;Continuo mañana y tarde;1267;59;38
0774737;22276190;7038 CORAZON DE JESUS DE ARMATAMBO;Secundaria;Pública de gestión directa;Sector Educación;FERNANDEZ PALOMINO NAUN;Activo;AVENIDA JULIO C. TELLO MZ 09 LOTE 01;Lima;Chorrillos;No aplica;Continuo mañana y tarde;377;19;13
1056902;;7075 JUAN PABLO II;Secundaria;Pública de gestión directa;Sector Educación;URQUIAGA YPARRAGUIRRE YONEL HUMBERTO;Activo;CALLE 8 S/N;Lima;Chorrillos;No aplica;Continuo mañana y tarde;888;43;28
0693630;22275852;7042 SANTA TERESA DE VILLA;Secundaria;Pública de gestión directa;Sector Educación;ROMERO PONTE LIDIA MARGARITA;Activo;AVENIDA ELIAS AGUIRRE CDRA 4;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;347;21;12
0325449;22314548;JOSE DE LA RIVA AGUERO Y OSMA;Secundaria;Pública de gestión directa;Sector Educación;DIAZ SABA DORA SILVANA;Activo;AVENIDA CARLOS ALCORTA 251;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;402;25;15
0583328;;TUPAC AMARU II;Secundaria;Pública de gestión directa;Sector Educación;MALLQUI CARHUALLANQUI ALIPIO LUIS;Activo;AVENIDA SANTA ROSA S/N;Lima;Chorrillos;No aplica;Continuo mañana y tarde;472;34;16
0522862;22060198;6094 SANTA ROSA;Secundaria;Pública de gestión directa;Sector Educación;GAMARRA PALOMINO ROCIO DEL CARMEN;Activo;AVENIDA SAN FELIPE S/N;Lima;Chorrillos;No aplica;Continuo mañana y tarde;788;40;24
1082031;22262238;VIRGEN DEL MORRO SOLAR;Secundaria;Pública de gestión directa;Sector Educación;SERRANO MIRANDA LIDIA;Activo;CALLE ARIOSTO MATELLINI S/N;Lima;Chorrillos;No aplica;Continuo mañana y tarde;565;29;17
0327650;22395319;SAN PEDRO DE CHORRILLOS;Secundaria;Pública de gestión directa;Sector Educación;OBISPO MONGE MARCOS DAVID;Activo;CALLE LOS ESTUDIANTES S/N;Lima;Chorrillos;No aplica;Continuo mañana y tarde;860;46;30
1056944;;7034 ENRIQUE NERINI COLLAZOS;Secundaria;Pública de gestión directa;Sector Educación;ORELLANA ZAPATA RONALD JESUS;Activo;AVENIDA NICARAGUA 370;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;342;21;13
0504993;;6005 GENERAL EMILIO SOYER CABERO;Secundaria;Pública de gestión directa;Otro sector público (FF.AA.);ATALAYA JUSCAMAITA AMILLTON;Activo;AVENIDA ESCUELA MILITAR 1151;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;1367;81;43
0322479;22343750;7064 MARIA AUXILIADORA;Secundaria;Pública de gestión directa;Sector Educación;DEL CASTILLO ESCOBEDO GIOVANNA MARIA;Activo;AVENIDA SANTA ROSA;Lima;Chorrillos;No aplica;Continuo mañana y tarde;690;34;21
0774760;;7037 ARIOSTO MATELLINI ESPINOZA;Secundaria;Pública de gestión directa;Sector Educación;QUESADA VIDAL HUGO ALEJANDRO;Activo;JIRON TAMBO REAL MZ G LOTE 1;Lima;Chorrillos;No aplica;Continuo mañana y tarde;683;35;22
0774703;22271636;6091 CESAR VALLEJO;Secundaria;Pública de gestión directa;Sector Educación;MAGUIÑA HUAMAN AMERICO ANGEL;Activo;AVENIDA JORGE BASADRE S/N;Lima;Chorrillos;No aplica;Continuo mañana y tarde;527;30;18
1087295;22275933;7039 MANUEL SCORZA TORRES;Secundaria;Pública de gestión directa;Sector Educación;MAMANI BONIFACIO ANGEL;Activo;CALLE VIOLETA MZ D LOTE 4;Lima;Chorrillos;No aplica;Continuo mañana y tarde;544;29;16
1087238;;EL SEMBRADOR;Secundaria;Privada;Particular;CASTAÑEDA AZCURRA CARLOS ENRIQUE;Activo;AVENIDA CORDILLERA OCCIDENTAL Y JR. HUASCARAN S/N MZ B LOTE 03 ZONA I;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;120;7;5
0522961;22501402;CAMBRIDGE COLLEGE LIMA;Secundaria;Privada;Particular;HOLMAN BEN;Activo;ALAMEDA DE LOS MOLINOS 728-730;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;356;18;15
0774521;;SANTA MARIA DE MATELLINI;Secundaria;Privada;Particular;MONTENEGRO SANDOVAL DE COTRINA ONDINA GRACIELA;Activo;JIRON TROVADORES MZ I-2 LOTE 34-35;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;78;13;5
1085935;22168363;7707 CRISTO REY;Secundaria;Privada;Comunidad o asociación religiosa;CARRASCO PASCO DEBORAH GISSELLA;Activo;JIRON COLINA 285;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;172;11;6
0775254;22207881;LA CASA DE CARTON;Secundaria;Privada;Particular;PALACIOS BERRIOS CARLOS RAUL;Activo;LA ENCANTADA MZ H LOTE 12;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;107;16;5
0523472;;PEDRO RUIZ GALLO;Secundaria;Pública de gestión directa;Otro sector público (FF.AA.);ARBOLEDA VELASCO OSCAR ENRIQUE;Activo;AVENIDA CHORRILLOS S/N;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;894;62;34
1086032;22211900;MARIA REICHE GROSSE NEUMAN;Secundaria;Privada;Particular;ALARCON ZEVALLOS GLORIA MERCEDES;Activo;CALLE LOS ROSALES MZ C LOTE 8;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;135;9;5
0693663;22501739;FE Y ALEGRIA 34;Secundaria;Pública de gestión privada;Convenio con Sector Educación;CRISTOBAL CASTILLO ROSA ANA;Activo;AVENIDA VILCABAMBA MZ G8 LOTE ZONA;Lima;Chorrillos;No aplica;Continuo mañana y tarde;486;29;15
1082874;22061348;SANTO DOMINGO;Secundaria;Privada;Particular;DE LA CRUZ MORENO ANATOLIO JEHINER;Activo;CALLE 15 MZ E7 LOTE 1;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;818;38;30
0540682;22208871;ADAM SMITH COLLEGE;Secundaria;Privada;Particular;MEZA PORTILLA ELMER OMAR;Activo;AVENIDA PASEO DE LA REPUBLICA S/N MZ C LOTE 05;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;97;11;5
0327973;22212168;SANTA TERESA DE JESUS;Secundaria;Privada;Particular;URCIA GRADOS JORGE URBANO;Activo;AVENIDA CORDILLERA CENTRAL MZ B8 LOTE 10;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;60;6;5
1057942;22215132;VICTOR ANDRES BELAUNDE;Secundaria;Privada;Particular;HORNA CHICCHON DAVID;Activo;AVENIDA ALEJANDRO IGLESIAS 441;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;50;1;5
0522979;22207210;LIMA VILLA COLLEGE;Secundaria;Privada;Particular;VELASCO GAMERO ANA MARIA REBECA;Activo;ALAMEDA ALAMEDA DON ALFONSO 125;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;193;16;9
1056787;;SANTISIMA MARIA;Secundaria;Privada;Particular;VELASQUEZ BOLIVAR JORGE;Activo;CALLE PASCUA Y CALLE GENOVEZA 195 MZ E-2 LOTE 1-3;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;366;20;16
0329789;;SAN AGUSTIN;Secundaria;Privada;Particular;GALVEZ CASTILLO WILFREDO;Activo;AVENIDA SANTA ANITA MZ C1 LOTE 2;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;54;4;5
1056589;;ASOCIACION EDUCATIVA VIRGEN DE LA FAMILIA;Secundaria;Privada;Particular;VALLE CONCHA MARLENY;Activo;AVENIDA PANAMA 120;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;126;9;5
1083427;;EL HOGAR;Secundaria;Privada;Particular;RETAMOZO HUAPAYA SILVIA PETRONILA;Activo;AVENIDA COROPUNA MZ C13 LOTE 1;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;143;8;5
0323675;22170996;DIVINO MAESTRO;Secundaria;Privada;Particular;VILCAHUAMAN LOYOLA ROCIO DEL PILAR;Activo;JIRON TORTUGAS S/N S MZ C10 LOTE 1-6;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;478;24;17
1056746;;SAN ALFONSO MARIA;Secundaria;Privada;Particular;RUIZ ORTEGA EMILIA;Activo;CALLE BARATARIA MZ A3 LOTE 30;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;176;7;5
1056662;;SAN ALFONSO;Secundaria;Privada;Particular;PAREJA QUISPE ARMANDO AMERICO;Activo;JIRON LOS CANCHIS 345;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;133;7;5
1085950;22168101;ALIPIO PONCE VASQUEZ;Secundaria;Privada;Particular;MANRIQUE CUSTODIO BENJAMIN;Activo;AVENIDA ALIPIO PONCE 129;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;70;6;5
1080746;;MI PERU;Secundaria;Privada;Particular;BLANCAS CAMARENA EDILBERTO;Activo;CALLE MANUEL ZELAYA 112;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;;;
0536524;;CRISTIANIA;Secundaria;Privada;Asociación civil / Inst.Benéfica;SALAZAR PALOMINO DE LA COTERA MARIA;Activo;MALECON IGLESIAS;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;113;8;5
0583351;22313304;NIÑO JESUS DE PRAGA;Secundaria;Privada;Comunidad o asociación religiosa;CLAUDET MARROQUIN VIOLETA GEORGINA;Activo;AVENIDA ALEJANDRO IGLESIAS 451;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;228;18;10
1082809;22212575;SAN LUCAS;Secundaria;Privada;Particular;JIMENEZ SILVA CARMEN;Activo;AVENIDA LAS GAVIOTAS 975;Lima;Chorrillos;No aplica;Continuo mañana y tarde;288;13;10
0329151;;NIÑO JESUS DE BELEN;Secundaria;Privada;Particular;VEGA HERNANDEZ ROGER ENRIQUE;Activo;AVENIDA JUSTO PASTOR DAVILA 167;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;87;7;5
0533331;22210343;PAMER CHORRILLOS;Secundaria;Privada;Particular;MORALES ACOSTA GONZALO VICTOR MIGUEL;Activo;AVENIDA ALAMEDA LOS HORIZONTES 730-732 MZ B-4 LOTE 2,3;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;170;15;6
0583294;25187938;ISABEL FLORES DE OLIVA;Secundaria;Privada;Particular;CAMACHO CHAVEZ VICTOR ARMANDO JUNIOR;Activo;AVENIDA GUARDIA PERUANA 1213-1215 MZ N-2 LOTE 10 C ZONA IV;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;73;8;5
1275726;22170325;ENSEÑANZA DIVINA;Secundaria;Privada;Particular;PALOMONO MORALES DARIO CRISANTO;Activo;CALLE CORICANCHA MZ F LOTE 31;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;39;10;5
1510718;22502158;JUAN DE LA CRUZ VASQUEZ VIGO;Secundaria;Privada;Particular;ALAVEDRA CHONSENG CARLOS;Activo;CALLE AMAUTA S/N MZ P LOTE 4E;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;55;6;5
1275767;22207474;LAS AMERICAS;Secundaria;Privada;Particular;ESPIRITU SOTOMAYOR CESAR;Activo;JIRON ANDROMEDA 952;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;64;8;5
1510841;;LE D'ALEMBERT;Secundaria;Privada;Particular;MOSCOSO DE PEREZ SILVIA YOLANDA;Activo;JIRON LOS METEOROS 235;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;177;9;6
1511229;;SAINT PATRICK'S SCHOOL;Secundaria;Privada;Particular;CRUZ CUEVAS SALLY ANTUANE;Activo;AVENIDA CARLOS MELLET 1281;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;148;13;6
1511872;;REY DE REYES;Secundaria;Privada;Particular;MENDOZA PANDURO MARIA ELENA;Activo;AVENIDA ANDRES AVELINO CACERES MZ 43A LOTE 8;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;81;8;5
1511898;;SEÑOR DE LUREN;Secundaria;Privada;Particular;ANICAMA MORAN FELIX INOCENTE;Activo;AVENIDA SANTA ROSA MZ C2 LOTE 2;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;117;7;5
1512524;;PALAS ATENEA;Secundaria;Privada;Particular;OLIVOS RODRIGUEZ MARIELLA DEL ROSARIO;Activo;CALLE PALAS ATENEA 124;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;255;16;9
1512623;;NUESTRA SEÑORA VIRGEN DE LOURDES;Secundaria;Privada;Particular;CORONADO UIRARTE JULIO;Activo;JIRON CABO BLANCO MZ A7 LOTE 23;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;24;3;5
1513159;22211821;MARIANO SANTOS MATEO;Secundaria;Privada;Particular;PEÑA VERA ENGRACIA HILDA;Activo;E MZ N2 LOTE 2;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;79;8;5
1513571;;VILLA ALARIFE;Secundaria;Privada;Particular;DALMAU GARCIA-BEDOYA ROSA NURIA MARIA DEL PILAR;Activo;JIRON ALAMEDA DON AUGUSTO MZ D LOTE 5 Y 4;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;223;30;10
1513688;22171641;CRISTO REDENTOR;Secundaria;Privada;Particular;ESPINOZA JAUREGUI LEONOR MARINA;Activo;AVENIDA SAN FELIPE MZ L1 LOTE 12;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;98;8;5
1514025;22166204;CIRO ALEGRIA;Secundaria;Privada;Particular;MONTERO JUAN CARLOS;Activo;PASAJE PERU MZ 39 LOTE 19;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;99;3;5
1302264;22056077;LEONARD EULER CHORRILLOS;Secundaria;Privada;Particular;LEON MESTANZA LUIS ALEJANDRO;Activo;JIRON ARQUIMEDES 181 MZ A-1 LOTE 4-C;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;348;14;13
1319987;;TRILCE CHORRILLOS;Secundaria;Privada;Particular;REYES VELASQUEZ VICTOR MANUEL;Activo;AVENIDA ALAMEDA MARQUEZ DE LA BULA S/N MZ I-1 LOTE 5B;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;777;26;24
1349448;;LOS INGENIEROS DE CHORRILLOS;Secundaria;Privada;Particular;TAYPE FELIX PAULA ELVIRA;Activo;AVENIDA DEFENSORES DEL MORRO 941;Lima;Chorrillos;No aplica;Continuo mañana y tarde;133;8;5
1385251;22314882;LOS INGENIEROS DE LOS CEDROS;Secundaria;Privada;Particular;DUEÑAS RODRIGUEZ MIRNA ESTHER;Activo;MZ H-03 LOTE 29;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;139;8;5
1390921;22167375;AMERICA DE CHORRILLOS;Secundaria;Privada;Particular;PINEDA SILVA ELIA ETELVINA;Activo;AVENIDA ALEJANDRO IGLESIAS 825;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;76;9;5
1390939;22302418;MARIA INMACULADA;Secundaria;Privada;Particular;HOLGADO VALVERDE DORIS DONATA;Activo;MZ E-11 LOTE 01;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;31;5;5
1424431;;LOS INGENIEROS DE MATELLINI;Secundaria;Privada;Particular;MORAN VASQUEZ YIMY JAVIER;Activo;AVENIDA LAS GAVIOTAS Y CALLE LOS GORRIONES 688 - 698;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;166;8;5
1441708;22209604;FLOR DE ORO;Secundaria;Privada;Particular;CAMPOS PINO SILVIA CONSUELO;Activo;AVENIDA GUARDIA CIVIL S/N MZ B-1 LOTE 05;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;101;12;6
1442862;;TRILCE CHORRILLOS II;Secundaria;Privada;Particular;MACO CASTRO DAYANA BELEN;Activo;AVENIDA LOS HORIZONTES MZ I-1 LOTE 1;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;149;11;5
1463777;;PROLOG. DE CEDROS DE VILLA;Secundaria;Privada;Particular;CODARLUPO ROJAS SANDRA ESTELA;Activo;AVENIDA ALAMEDA DEL SUR MZ H-06 LOTE 26;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;232;41;10
1463801;22314701;INNOVA SCHOOLS - CHORRILLOS VILLA;Secundaria;Privada;Particular;FRANCO ALVA CLAUDIA FABIOLA;Activo;CALLE ALAMEDA DON AUGUSTO S/N MZ G-1 LOTE 02;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;448;23;15
1464668;;LICEO NAVAL CAPITAN DE NAVIO JUAN FANNING GARCIA;Secundaria;Pública de gestión directa;Otro sector público (FF.AA.);RIOS TORVISCO ANTONIO;Activo;MZ G10 LOTE 01;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;287;27;11
1516053;22043293;ANGELES DE JESUS II;Secundaria;Privada;Particular;TEVES MUÑOZ ANA ROSARIO;Activo;MZ 40 LOTE 12;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;101;9;5
1523844;22270079;SANTA MARIA DE LOS SAGRADOS CORAZONES;Secundaria;Privada;Particular;RODRIGUEZ SOTO TADEO AGATON;Activo;CALLE SAN AURELIO MZ V1 LOTE 16;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;37;9;5
1532340;;ARQUITECTO;Secundaria;Privada;Particular;CASTILLO JIMENEZ MARIA PETRONILA;Activo;AVENIDA HUAYLAS 907;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;104;8;5
1535160;22166875;BELEN;Secundaria;Privada;Particular;ESPINO MENDOZA ISAIAS AURELIO;Activo;CALLE TENIENTE CARLOS JIMENEZ S/N;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;133;17;7
1535178;22496131;ESPERANZA Y CARIDAD;Secundaria;Privada;Particular;CHALLCO SIME ELIZABETH;Activo;AVENIDA ALAMEDA SUR 195 MZ N LOTE 06;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;165;9;5
1541911;22043528;INNOVA SCHOOLS - CHORRILLOS FAISANES;Secundaria;Privada;Particular;QUISPE GUTIERREZ JOSE RODOLFO;Activo;AVENIDA LOS FAISANES S/N MZ Z LOTE B;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;452;22;15
1570837;;ST. GEORGE'S COLLEGE II;Secundaria;Privada;Particular;ESPINOZA HUBY BRUNO ERNESTO;Activo;AVENIDA HERNANDO DE LAVALLE Y ALAMEDA DON AUGUSTO MZ D-1 LOTE 15;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;751;66;28
1579192;22057308;TALENTUS VILLA;Secundaria;Privada;Particular;NAVARRO DIOSES ELEINE ELIZABETH;Activo;JIRON SAN RODOLFO MZ R-01 LOTE 01;Lima;Chorrillos;No aplica;Continuo sólo en la mañana;45;7;5
