Código modular;Código de institución;Nombre de IE;Nivel / Modalidad;Tipo de Gestión;Dependencia;Director;Estado;Dirección de IE;Provincia;Distrito;Tipo de programa;Turno;Alumnos (Censo educativo);Docentes (Censo educativo);Secciones (Censo educativo)
1056704;;YACHAYHUASI;Secundaria;Privada;Particular;GOMEZ HUAYTALLA PAULINO;Activo;AVENIDA LOS PINOS S/N MZ L LOTE 7;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;218;17;10
0583203;22263481;PNP CAP. ALCIDES VIGO HURTADO;Secundaria;Pública de gestión directa;Otro sector público (FF.AA.);VILLANUEVA NOLE EDWARDS YAMIL;Activo;AVENIDA VILLA CARRILLO 287;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;355;25;12
0329367;;FRANCO PERUANO;Secundaria;Privada;Particular;LA ROSA MANYARI DANIEL NICASIO;Activo;AVENIDA MORRO SOLAR 550;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;304;20;15
0779017;22167111;ANDRE MALRAUX;Secundaria;Privada;Particular;ROJAS ESCOBAR GIANNYNA;Activo;AVENIDA SAN FRANCISCO 245;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;130;17;9
1056761;;VIRGEN DEL ROSARIO;Secundaria;Privada;Comunidad o asociación religiosa;FIGUEROA TABOADA YSABEL CRISTINA;Activo;VENEGAS 257;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;263;20;10
0693572;;PERUANO BRITANICO;Secundaria;Privada;Particular;HIGASHI GERONAZZO GINA MONICA;Activo;AVENIDA VIA LACTEA 445;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;393;41;16
0774794;22315951;7076 LAS BRISAS DE VILLA;Secundaria;Pública de gestión directa;Sector Educación;ANICAMA ALMEYDA MIGUEL ANGEL;Activo;CALLE B, 5, D, 3;Lima;Santiago de Surco;No aplica;Continuo mañana y tarde;806;22;25
1056092;;SAN BENITO DE PALERMO;Secundaria;Privada;Particular;CHOQUE GALARZA CARLA RUBI;Activo;AVENIDA EL CARMEN 681;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;146;15;7
0693556;;LAS NAZARENAS;Secundaria;Privada;Particular;SABASTIZAGAL UGALDO ANTONIA;Activo;AVENIDA LAS NAZARENAS 898;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;23;5;5
0305763;;LA INMACULADA CONCEPCION;Secundaria;Privada;Particular;GARCIA CARRIZALES MARIA ANTONIETA;Activo;CALLE BARLOVENTO 140;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;594;37;19
1057769;22063995;MERRY DOPSON;Secundaria;Privada;Particular;RUBIO CORRO MARIA GLADYS;Activo;AVENIDA JUAN PABLO II S/N MZ C1 LOTE 01;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;30;7;5
0693549;;HIRAM BINGHAM;Secundaria;Privada;Particular;VIZURRAGA MUGURUZA SILVIA ELENA;Activo;AVENIDA PASEO CASTELLANA 919;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;210;42;10
0693614;;NUESTRA SEÑORA DE LA ASUNCION;Secundaria;Privada;Particular;CASAFRANCA ACURIO PATRICIA;Activo;JIRON TALARA MZ J4 LOTE 27;Lima;Santiago de Surco;No aplica;Continuo sólo en la tarde;97;12;5
0643205;;PALESTRA;Secundaria;Privada;Particular;PALOMINO GIRON JULIO CESAR;Activo;CALLE CERRO RICO 120;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;35;9;5
0329169;;PIO XII;Secundaria;Privada;Particular;ZERMEÑO ROMERO IRMA MARGARITA;Activo;AVENIDA PIO XII 358;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;186;26;9
1057207;;NUEVO MUNDO;Secundaria;Privada;Particular;AUCCAHUASI VALDEZ DAVID;Activo;AVENIDA VILLA CARRILLO 316 - 320;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;179;12;5
0305615;22303082;COLEGIO DE LA INMACULADA (JESUITAS);Secundaria;Privada;Particular;GUTIERREZ MERINO JUAN CARLOS;Activo;CALLE HERMANO SANTOS GARCIA 108;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;566;79;20
0325662;25058739;TECNICO FAP MANUEL POLO JIMENEZ;Secundaria;Pública de gestión directa;Otro sector público (FF.AA.);MOSQUEIRA LOPEZ MARTHA ELIZABETH;Activo;CALLE COHETE 102;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;909;78;36
0588905;;HORACIO PATIÑO CRUZATTI;Secundaria;Privada;Particular;BOTTA ESCOBAR PEDRO MARIANO LUCIANO;Activo;AVENIDA LAS NAZARENAS 401;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;300;24;10
0779108;22211749;MATER CHRISTI;Secundaria;Privada;Particular;AVILES SEMINARIO SARA ELIZABETH;Activo;AVENIDA SAN JUAN 468;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;185;14;9
0469205;22263552;6082 LOS PROCERES;Secundaria;Pública de gestión directa;Sector Educación;RAMOS CENTENO RAQUEL;Activo;ALAMEDA MANUEL PEREZ DE TUDELA;Lima;Santiago de Surco;No aplica;Continuo mañana y tarde;983;54;34
0774679;22271891;6086 SANTA ISABEL;Secundaria;Pública de gestión directa;Sector Educación;PADILLA SEGURA JESUS MATEO;Activo;AVENIDA JOSE OLAYA MZ R LOTE 01;Lima;Santiago de Surco;No aplica;Continuo mañana y tarde;769;39;24
0324954;;SAN MARCOS DE MONTERRICO;Secundaria;Privada;Particular;DODERO RAMOS ROSA NOEMI;Activo;CALLE LAS AZUCENAS 108;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;68;13;5
0502047;24928829;6047 JOSE MARIA ARGUEDAS;Secundaria;Pública de gestión directa;Sector Educación;SAENZ FAJARDO ESTUARDO MARTIN;Activo;CALLE ESTEBAN CAMERE 500;Lima;Santiago de Surco;No aplica;Continuo mañana y tarde;614;35;21
0329300;22171496;CRISTO SALVADOR;Secundaria;Privada;Particular;BADOS CANDIOTTI ROSA ANGELICA;Activo;CALLE ENRIQUE LEON GARCIA 394;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;344;26;12
0583112;;VIRGEN INMACULADA;Secundaria;Privada;Particular;CHAVARRI GOMEZ JOSE ANTONIO;Activo;AVENIDA MORRO SOLAR 110;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;94;13;5
1056886;24928748;DOMINGO SAVIO;Secundaria;Privada;Particular;LOPEZ VON MAACK DE LEON VELARDE ELSA MA;Activo;AVENIDA AYACUCHO 1417;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;35;8;5
1056969;;HIJOS E HIJAS DE NUESTRA SEÑORA DE GUADALUPE;Secundaria;Privada;Particular;SANCHEZ SEDAMANOS DE SOTO ROSA ELVIRA;Activo;MZ D LOTE 10;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;;;
0329383;22209035;HANS CHRISTIAN ANDERSEN;Secundaria;Privada;Particular;VALENZUELA ARDILES DE RIOS VICTORIA ELENA;Activo;AVENIDA ALONSO DE MOLINA 136;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;311;18;14
0329557;;SAN ROQUE;Secundaria;Privada;Particular;NOLIS GUZMAN DIANA GLADYS;Activo;CALLE ESTEBAN CAMERE 320;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;160;10;9
0693655;25708369;6097 MATEO PUMACAHUA;Secundaria;Pública de gestión directa;Sector Educación;MENA POMAZON BETTY URSULA;Activo;AVENIDA SANTA ROSA S/N;Lima;Santiago de Surco;No aplica;Continuo mañana y tarde;895;49;28
0481945;;SANTA MARGARITA;Secundaria;Privada;Particular;MARQUEZ PORTAL DE GALMEZ BETSABE BEATRIZ;Activo;AVENIDA MANUEL OLGUIN 961;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;286;22;10
0779041;22260741;7086 LOS PRECURSORES;Secundaria;Pública de gestión directa;Sector Educación;SECLÉN CHIRINOS TANIA ADRIANA;Activo;CALLE JOSE GABRIEL AGUILAR SEGURA S/N;Lima;Santiago de Surco;No aplica;Continuo mañana y tarde;864;36;30
0643197;;SANTA TERESITA;Secundaria;Privada;Particular;FRANCO BRAVO CECILIA MILAGROS DEL PILAR;Activo;AVENIDA SURCO 255;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;392;38;15
1057165;22206486;MAGISTER;Secundaria;Privada;Particular;BELLONI CACERES GIANCARLO;Activo;AVENIDA FRANCISCO DE CUELLAR 686;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;215;19;12
0305607;;CHAMPAGNAT;Secundaria;Privada;Particular;MONTOYA GRANDA ANGELA MARIA;Activo;AVENIDA PASEO DE LA REPUBLICA 7930-7931;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;683;58;22
1068733;;REGINA PACIS;Secundaria;Privada;Particular;SALAS AGUILAR MARIA GORETY;Activo;AVENIDA ALONSO DE MOLINA 866;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;235;22;10
1081454;;SANTA ISABEL;Secundaria;Privada;Particular;VIVANA CARBONERO LANDI;Activo;AVENIDA E SALAZAR BARRETO 465;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;117;13;5
0640151;;LEONARDO DA VINCI;Secundaria;Privada;Particular;FAURA YLLANES DE INFANTE IRMA ROSARIO;Activo;AVENIDA CIRCUNVALACION DEL GOLF LOS INCAS 472;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;122;21;5
0325621;;6044 JORGE CHAVEZ;Secundaria;Pública de gestión directa;Sector Educación;PAREDES MOYA FREDDY RICHARD;Activo;AVENIDA GRAU 500;Lima;Santiago de Surco;No aplica;Continuo mañana y tarde;833;47;29
0704593;21436267;6087 PABLO MARIA GUZMAN;Secundaria;Pública de gestión directa;Sector Educación;SANCHEZ GLORIO CESAR VALENTIN;Activo;CALLE A MZ J LOTE 9;Lima;Santiago de Surco;No aplica;Continuo sólo en la tarde;203;14;7
0329532;22301675;SAN JOSE DE MONTERRICO;Secundaria;Privada;Particular;GUTIERREZ ROJAS WALTER MIGUEL;Activo;JIRON TOMASAL 355;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;422;40;15
0305730;;SANTA MARIA MARIANISTA;Secundaria;Privada;Particular;ORBEGOSO REYES LUIS ESTEBAN GALI;Activo;AVENIDA LA FLORESTA 250;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;737;64;25
1083021;22314394;JUAN JACOBO ROUSSEAU;Secundaria;Privada;Particular;MEZARINA WONG ROXANA MARIELA;Activo;AVENIDA LOS TALLANES 165;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;16;9;4
1087469;;SAN AGUSTIN DE MONTERRICO;Secundaria;Privada;Particular;PEREZ CARRILLO ALICIA R.;Activo;MZ C-2 LOTE 1;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;;;
1082049;;CRISTO REDENTOR;Secundaria;Privada;Particular;LOPEZ SALDAÑA LUCIA VICTORIA;Activo;CALLE 7 167;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;14;4;5
0742239;;MARISCAL CACERES;Secundaria;Privada;Particular;NIMA GUERRERO NORMA NILDA;Activo;AVENIDA ROOSEVELT 198;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;128;9;5
0643213;22494562;AUGUSTO WEBERBAUER;Secundaria;Privada;Particular;QUISPE CHOCOS PAUL JESUS;Activo;CALLE PIO XII 123;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;231;29;11
0742254;;SANTIAGO APOSTOL;Secundaria;Privada;Particular;BEDOYA MARTINEZ LAURA MARIA;Activo;JOSE GALVEZ;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;348;29;13
1056845;;CRISTIANO PIONERO;Secundaria;Privada;Particular;ESPINOZA INGA RUBEN SAMUEL;Activo;AVENIDA ANTUNEZ DE MAYOLO 505;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;77;10;5
1057801;;LOS ROSALES DE SANTA ROSA;Secundaria;Privada;Particular;LEON APAZA WILDER OMAR;Activo;AVENIDA PASEO DE LA REPUBLICA 7883;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;95;12;6
1082288;;NUESTRA SEÑORA DE LA RECONCILIACION;Secundaria;Privada;Comunidad o asociación religiosa;WADSWORTH OLARTE FANNY;Activo;AVENIDA MANUEL OLGUIN S/N;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;322;20;10
1068659;;ANTARES;Secundaria;Privada;Particular;CANNOCK SALA JENNIFER INA;Activo;JIRON JERONIMO DE ALIAGA SUR 515;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;144;22;9
1068725;;JESUS SALVADOR;Secundaria;Privada;Particular;FARIAS CACERES MARIA PIA;Activo;AVENIDA ENRIQUE SALAZAR BARRETO 504;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;77;12;5
0698191;;VIRGEN DE LA ASUNCION;Secundaria;Privada;Particular;FERRANDO DELGADO RICARDO;Activo;CALLE MONTE ALGARROBO MZ J LOTE 1;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;121;12;5
0534321;25713478;VIRGEN DOLORES;Secundaria;Privada;Particular;SALAZAR MEJIA JOAQUIN;Activo;AVENIDA MIRAMAR MZ 6 LOTE 12;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;84;9;5
1056803;22272705;TRENER DE MONTERRICO;Secundaria;Privada;Particular;GARCIA DE VALENZUELA MARIA MERCEDES;Activo;CALLE F 130;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;406;46;15
1079102;;INTERNACIONAL DE LIMA;Secundaria;Privada;Particular;BUSTAMANTE LUCAR SARA;Activo;CALLE CONDOROMA MZ U LOTE 1;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;104;8;5
0325563;22262981;MONTERRICO INSTITUCION EDUCATIVA APLICACION;Secundaria;Pública de gestión directa;Sector Educación;BRICEÑO VELA DANY MARISOL;Activo;AVENIDA MONTERRICO CHICO CUADRA 1 S/N;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;137;29;5
1080183;22171984;CORAZON INMACULADO;Secundaria;Privada;Particular;CHAVEZ TEJADA DE NORIEGA ZOILA AURORA;Activo;JIRON TALARA 154;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;52;6;5
1080589;;NUESTRA SEÑORA DEL CONSUELO;Secundaria;Privada;Particular;SANCHEZ REYES ODALY RUTH;Activo;TAMBO REAL;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;450;41;15
1086164;;SALCANTAY;Secundaria;Privada;Particular;TAPIA MONTESINOS MILAGROS MONICA;Activo;AVENIDA PIO XII 261;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;254;36;10
1086883;22214977;VIRGEN DE FATIMA;Secundaria;Privada;Particular;VELASQUEZ GONZALES EDITH;Activo;AVENIDA HIGUERETA 414;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;13;3;5
1087360;;SANTA MARIA DE SURCO;Secundaria;Privada;Particular;GARCIA INFANTE MARIA FELIX;Activo;JOSE GALVEZ 371;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;98;6;5
1510882;;MI JESUS;Secundaria;Privada;Particular;GUANILO MOYA MARGOT;Activo;AVENIDA CERRO RICO 174;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;55;7;5
1510957;22377256;SANTA LUISA DE LA TORRE;Secundaria;Privada;Particular;BUSTAMANTE OLDRATTI ANTONINA MATILDE GLADYS;Activo;AVENIDA ROOSEVELT 1069;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;;;
1511393;;MARIA DE LOS ANGELES;Secundaria;Privada;Particular;FERNANDEZ PEREZ LASTENIA PATROCINIA;Activo;AVENIDA EL DERBY 307;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;174;12;9
1511518;;CEPEBAN;Secundaria;Privada;Particular;MONTEAGUDO SANCHEZ SIMONA ISABEL;Activo;CALLE DOÑA CATALINA 498;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;57;10;5
1511906;;CASUARINAS INTERNATIONAL COLLEGE;Secundaria;Privada;Particular;REQUENA PEREZ LUIS ALBERTO;Activo;CALLE JACARANDA 391;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;325;38;16
1512094;;SAN ANTONIO DE ABAD;Secundaria;Privada;Particular;VILLALOBOS SEGURA RICARDO LUIS ANTONIO;Activo;JIRON OSCAR CHOCANO 479-487;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;;;
1512144;;SANTA ISABEL DE HUNGRIA;Secundaria;Privada;Particular;VIDAL FLORES DE ALVARADO VILMA MARGOT VIDAL;Activo;AVENIDA GUARDIA CIVIL NORTE MZ I LOTE 14;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;71;11;5
1512169;;SAGRADA FAMILIA;Secundaria;Privada;Particular;CARRILLO ROMERO HORTENSIA;Activo;CALLE ISMAEL BIELICH 791 - 793;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;;;
0328666;;MARIA NICOLE;Secundaria;Privada;Particular;GALLEGOS GONZALES CARLA;Activo;CALLE DOÑA ROSA 210;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;45;8;5
1512672;;NIÑO JESUS DIVINO;Secundaria;Privada;Particular;TELLO LLANTOY GOYA VILMA;Activo;MZ D LOTE 28;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;35;5;5
1512680;;SANTA TERESITA DEL NIÑO JESUS;Secundaria;Privada;Particular;AGUIRRE VIVANCO HILDA;Activo;PAZOS MZ B LOTE 4;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;66;13;4
1514017;;RICHARD BACH;Secundaria;Privada;Particular;ARCE VILLANUEVA ELSA;Activo;CALLE JUAN PABLO VIZCARDO Y GUZMAN 475;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;66;7;5
1514280;22502077;JESUS AMADO;Secundaria;Privada;Particular;URIARTE PANDO WALTER MANUEL;Activo;CALLE LUIS DEXTRE ECHAIZ S/N MZ X LOTE 24;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;22;5;5
1313832;;TRILCE MARSANO;Secundaria;Privada;Particular;YANCUNTA PRIETO LESLIE CONNIE;Activo;CARRETERA PANAMERICANA SUR S/N MZ W-4 LOTE 1,2,3 Y 22 ETAPA III;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;974;32;27
1493030;;MONTERRICO CHRISTIAN SCHOOL;Secundaria;Privada;Particular;VILLACORTA ALVAREZ IRMA MILAGROS;Activo;AVENIDA LOS INGENIEROS MZ A LOTE 03 - 04;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;70;15;5
1535186;25228601;VILLA ALEGRE;Secundaria;Privada;Particular;BALTAZARA ELIZABETH ALMENARA HUAYTA;Activo;AVENIDA VISTA ALEGRE;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;75;7;5
1637669;;ST GOSPA SCHOOL;Secundaria;Privada;Particular;CRUZ PEREZ SUSAN YANINA;Activo;AVENIDA JORGE CHAVEZ 1124;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;149;14;7
1663525;22061267;DE MARIA;Secundaria;Privada;Particular;SANTILLAN RIVEROS JANINA PAMELA;Activo;CALLE A MZ B LOTE 13,14 Y 15;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;15;6;3
1671510;22053590;SACO OLIVEROS DE MONTERRICO;Secundaria;Privada;Particular;ZACARIAS MEDRANO JESSICA MARIA ISABEL;Activo;JIRON CRISTOBAL DE PERALTA MZ A LOTE 1 Y 2;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;342;13;14
1719038;22062174;ALDEBARAN;Secundaria;Privada;Particular;UGARTE CORDERO NEYDA CRISTINA;Activo;JIRON INTIHUATANA 459;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;14;5;4
1728906;;DAS GOETHEHAUS;Secundaria;Privada;Particular;MORALES FLORES GLADIS SUSANA;Activo;CALLE DOÑA MARIA 141;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;57;11;5
1754134;;SANTISIMA VIRGEN DE CHAPI;Secundaria;Privada;Particular;CAJAN LIZA SEVERINO;Activo;AVENIDA SANTIAGO DE SURCO 4955;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;45;7;5
1754423;;INNOVA SCHOOLS SURCO - AMBROSIO;Secundaria;Privada;Particular;PIÑA YNCIO PAOLA CELESTE;Activo;JIRON VENEGAS 896;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;459;20;15
1790484;22066471;AVANZA;Secundaria;Privada;Particular;CRUZALEGUI DELGADO MAGALY;Activo;JIRON MONTE ALAMO 256 MZ F LOTE 28;Lima;Santiago de Surco;No aplica;Continuo sólo en la mañana;20;8;4
0323345;22276921;7014 VASIL LEVSKI;Secundaria;Pública de gestión directa;Sector Educación;ROJAS TIRADO RICARDO ENRIQUE;Activo;AVENIDA LAS MAGNOLIAS S/N;Lima;Surquillo;No aplica;Continuo sólo en la tarde;353;21;13
0646745;;JOSE ANTONIO ENCINAS;Secundaria;Privada;Particular;MOSQUEIRA TORRES WILMAN MANUEL;Activo;AVENIDA VICTOR ALZAMORA 225;Lima;Surquillo;No aplica;Continuo sólo en la mañana;46;7;5
0329565;;SAN VICENTE DE PAUL;Secundaria;Privada;Comunidad o asociación religiosa;CHAVEZ LUIS ROGER ULISES;Activo;JIRON GENERAL RECAVARREN 890;Lima;Surquillo;No aplica;Continuo sólo en la mañana;308;26;10
0325555;;NUESTRA SEÑORA DE LOURDES;Secundaria;Pública de gestión directa;Sector Educación;CANLLA VALENZUELA MARLENE;Activo;AVENIDA ANGAMOS ESTE 1957;Lima;Surquillo;No aplica;Continuo mañana y tarde;854;58;30
0329219;;SAN JOSE DE CLUNY;Secundaria;Privada;Particular;GUERRA CARHUAZ JORGE;Activo;CALLE LAS AGUILAS 395;Lima;Surquillo;No aplica;Continuo sólo en la mañana;295;34;14
0325464;22381113;6049 RICARDO PALMA;Secundaria;Pública de gestión directa;Sector Educación;VEGA VILLAORDUÑA HETWER GUMER;Activo;AVENIDA ANGAMOS ESTE S/N;Lima;Surquillo;No aplica;Continuo mañana y tarde;1044;88;34
1081959;;SANTA CECILIA DE LA CALERA;Secundaria;Privada;Particular;CASTRO VASQUEZ JORGE ABRAHAM;Activo;CALLE GABRIELA MISTRAL Y DANIEL CRUZ MZ K LOTE 1;Lima;Surquillo;No aplica;Continuo sólo en la mañana;63;8;5
0329805;22302663;LA DIVINA PROVIDENCIA;Secundaria;Pública de gestión directa;Sector Educación;MASIAS PONCE SANDRA KARINA;Activo;AVENIDA ANGAMOS ESTE 2296;Lima;Surquillo;No aplica;Continuo mañana y tarde;732;67;27
0604082;;SOR QUERUBINA DE SAN PEDRO;Secundaria;Privada;Comunidad o asociación religiosa;SOLARI SALMON CLEMENTINA AMELIA;Activo;AVENIDA EL SAUCE 421;Lima;Surquillo;No aplica;Continuo sólo en la mañana;377;9;12
1057595;;MAGISTER DEI;Secundaria;Privada;Particular;RIVERA VALDEZ ROSA MERCEDES;Activo;AVENIDA ANGAMOS ESTE 2536 MZ E-1 LOTE 26;Lima;Surquillo;No aplica;Continuo sólo en la mañana;;;
1512714;;CARMELITAS DE SAN CARLOS;Secundaria;Privada;Particular;QUINTANA ALCALDE SARA;Activo;CALLE MARIANO JURADO DE LOS REYES 364;Lima;Surquillo;No aplica;Continuo sólo en la mañana;14;4;5
1513068;;DIVINO NIÑO JESUS;Secundaria;Privada;Particular;GARCIA PANDO CLAUDIO SERGIO;Activo;AVENIDA PRINCIPAL 325;Lima;Surquillo;No aplica;Continuo sólo en la mañana;55;5;5
1514215;;SANTA MARIA COLLEGE;Secundaria;Privada;Particular;JAUREGUI ASENCIOS MARIA HERMELINDA;Activo;CALLE ANDRES LUNA 256;Lima;Surquillo;No aplica;Continuo sólo en la mañana;45;9;5
1514330;;SANTA MARIA REYNA;Secundaria;Privada;Particular;BARDON DIAZ MIRTHA;Activo;CALLE GABRIELA MISTRAL 274;Lima;Surquillo;No aplica;Continuo sólo en la mañana;70;1;5
1390301;;SANTA MARIA JOSEFA ROSSELLO;Secundaria;Privada;Particular;HUAMAN GALINDO SULMA;Activo;AVENIDA VICTOR ALZAMORA 326;Lima;Surquillo;No aplica;Continuo sólo en la mañana;137;15;7
1441690;;SANTO GRIAL;Secundaria;Privada;Particular;IRMA RIVERA VELARDE;Activo;JIRON OCTAVIO PAZ 187-189;Lima;Surquillo;No aplica;Continuo sólo en la mañana;54;9;5
0874537;21282472;CRISTO EL SALVADOR;Secundaria;Privada;Particular;VARA RAMOS ALEXANDER WALTER;Activo;LOTE 2 SECTOR 3;Lima;Villa El Salvador;No aplica;Continuo sólo en la mañana;290;12;10
0874271;21317616;JUAN ESPINOZA MEDRANO;Secundaria;Privada;Particular;DEL VALLE SACRAMENTO SATURNINA;Activo;AVENIDA LOS ALAMOS 1248 MZ D LOTE 12 SECTOR 2;Lima;Villa El Salvador;No aplica;Continuo sólo en la mañana;197;9;9
0777334;22340522;PEDRO RUIZ GALLO;Secundaria;Privada;Particular;OSORIO TINCOPA IRENE;Activo;MZ C LOTE 21 SECTOR 3;Lima;Villa El Salvador;No aplica;Continuo sólo en la mañana;24;8;5
0874503;;COSMOS DE VILLA;Secundaria;Privada;Particular;ZAPANA BRILLANTE ABRAHAM;Activo;BARRIO 3 MZ M LOTE 36 ETAPA IV SECTOR 2;Lima;Villa El Salvador;No aplica;Continuo sólo en la mañana;34;5;5
0500348;;6063 JOSE CARLOS MARIATEGUI;Secundaria;Pública de gestión directa;Sector Educación;REA MINCHOLA IVAN NOLBERTO;Activo;AVENIDA EL SOL S/N SECTOR 2;Lima;Villa El Salvador;No aplica;Continuo sólo en la mañana;439;35;16
0607143;22370715;6067 JUAN VELASCO ALVARADO;Secundaria;Pública de gestión directa;Sector Educación;CONDORI QUISPE LUIS ALBERTO;Activo;AVENIDA CENTRAL /TALARA S/N SECTOR 3;Lima;Villa El Salvador;No aplica;Continuo sólo en la mañana;530;37;16
0874214;22329812;7090 FORJADORES DEL PERU;Secundaria;Pública de gestión directa;Sector Educación;BECERRA FERRO JUANA NIDIA;Activo;PARQUE INDUSTRIAL SECTOR 8;Lima;Villa El Salvador;No aplica;Continuo sólo en la mañana;181;13;6
0874222;22339559;7077 VIRGEN DEL CARMEN;Secundaria;Pública de gestión directa;Sector Educación;MALASQUEZ NAVARRO EDUARDO VICTOR;Activo;AVENIDA EL SOL SEIS MZ G1 LOTE 2;Lima;Villa El Salvador;No aplica;Continuo sólo en la mañana;133;9;5
